label,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2
0,6.5,0.16,8.35,750.0,207.0,0.011,0.116,1712.0,693.0
0,6.5,0.16,8.35,749.0,207.0,0.01,0.116,1685.0,693.0
0,6.5,0.16,8.35,750.0,207.0,0.01,0.116,1707.0,687.0
0,6.6,0.16,8.35,749.0,207.0,0.01,0.118,1718.0,689.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1684.0,687.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1682.0,690.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.114,1662.0,696.0
0,6.6,0.16,8.35,749.0,207.0,0.01,0.118,1680.0,690.0
0,6.5,0.17,8.36,749.0,207.0,0.01,0.118,1692.0,689.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1601.0,694.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1638.0,695.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1640.0,694.0
0,6.5,0.16,8.35,749.0,207.0,0.01,0.118,1599.0,700.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1625.0,693.0
0,6.6,0.17,8.35,749.0,207.0,0.016,0.118,1637.0,690.0
0,6.6,0.17,8.35,749.0,207.0,0.013,0.118,1640.0,693.0
0,6.5,0.17,8.35,749.0,207.0,0.011,0.118,1564.0,695.0
0,6.6,0.17,8.35,749.0,207.0,0.011,0.12,1503.0,695.0
0,6.5,0.17,8.35,749.0,207.0,0.01,0.118,1446.0,696.0
0,6.6,0.17,8.34,749.0,205.0,0.01,0.116,1483.0,687.0
0,6.5,0.17,8.35,749.0,205.0,0.011,0.118,1475.0,688.0
0,6.5,0.17,8.34,749.0,205.0,0.011,0.118,1489.0,689.0
0,6.5,0.17,8.34,749.0,207.0,0.011,0.118,1515.0,695.0
0,6.5,0.17,8.34,749.0,207.0,0.01,0.12,1452.0,694.0
0,6.5,0.17,8.34,749.0,207.0,0.01,0.118,1638.0,695.0
0,6.5,0.17,8.33,749.0,207.0,0.011,0.12,1593.0,693.0
0,6.5,0.17,8.34,749.0,207.0,0.01,0.118,1576.0,690.0
0,6.5,0.17,8.33,750.0,207.0,0.01,0.12,1552.0,695.0
0,6.5,0.17,8.33,750.0,207.0,0.01,0.117,1549.0,695.0
0,6.5,0.17,8.33,749.0,207.0,0.011,0.118,1446.0,694.0
0,6.5,0.16,8.32,749.0,207.0,0.011,0.118,1488.0,695.0
0,6.5,0.17,8.32,750.0,207.0,0.011,0.12,1446.0,696.0
0,6.6,0.16,8.32,751.0,207.0,0.011,0.118,1442.0,694.0
0,6.5,0.16,8.32,750.0,207.0,0.01,0.118,1472.0,695.0
0,6.5,0.16,8.32,750.0,207.0,0.01,0.118,1442.0,694.0
0,6.5,0.16,8.32,750.0,207.0,0.011,0.12,1439.0,689.0
0,6.5,0.16,8.32,749.0,207.0,0.01,0.118,1482.0,696.0
0,6.5,0.16,8.32,751.0,211.0,0.011,0.118,1494.0,693.0
0,6.5,0.16,8.32,749.0,207.0,0.011,0.118,1474.0,690.0
0,6.5,0.16,8.31,750.0,207.0,0.011,0.118,1504.0,690.0
0,6.5,0.16,8.32,749.0,207.0,0.011,0.118,1447.0,693.0
0,6.6,0.16,8.31,750.0,207.0,0.011,0.118,1425.0,693.0
0,6.5,0.16,8.31,749.0,207.0,0.011,0.118,1494.0,700.0
0,6.6,0.16,8.31,750.0,207.0,0.011,0.118,1407.0,689.0
0,6.6,0.16,8.31,749.0,207.0,0.011,0.118,1478.0,693.0
0,6.6,0.16,8.32,750.0,207.0,0.011,0.118,1486.0,694.0
0,6.5,0.16,8.32,749.0,207.0,0.011,0.118,1466.0,694.0
0,6.5,0.17,8.31,749.0,207.0,0.011,0.117,1518.0,693.0
0,6.5,0.17,8.31,750.0,207.0,0.011,0.116,1481.0,693.0
0,6.5,0.17,8.31,749.0,207.0,0.011,0.118,1471.0,694.0
0,6.6,0.17,8.31,749.0,207.0,0.011,0.117,1443.0,696.0
0,6.5,0.16,8.32,749.0,207.0,0.011,0.116,1483.0,696.0
0,6.5,0.17,8.32,749.0,207.0,0.011,0.118,1486.0,695.0
0,6.5,0.17,8.32,749.0,207.0,0.011,0.118,1474.0,696.0
0,6.6,0.17,8.32,749.0,207.0,0.011,0.117,1634.0,694.0
0,6.6,0.17,8.32,749.0,207.0,0.011,0.116,1518.0,679.0
0,6.6,0.17,8.32,749.0,207.0,0.011,0.117,1552.0,685.0
0,6.6,0.17,8.33,749.0,207.0,0.011,0.117,1556.0,687.0
0,6.6,0.17,8.33,749.0,207.0,0.011,0.117,1506.0,687.0
0,6.6,0.17,8.33,748.0,207.0,0.011,0.117,1442.0,682.0
0,6.5,0.17,8.33,749.0,207.0,0.011,0.114,1464.0,684.0
0,6.5,0.17,8.34,749.0,207.0,0.01,0.114,1518.0,684.0
0,6.5,0.17,8.34,749.0,207.0,0.01,0.114,1440.0,682.0
0,6.5,0.17,8.35,748.0,207.0,0.01,0.114,1476.0,687.0
0,6.5,0.16,8.35,749.0,207.0,0.01,0.114,1505.0,684.0
0,6.5,0.16,8.36,748.0,207.0,0.01,0.116,1471.0,679.0
0,6.5,0.16,8.36,748.0,207.0,0.01,0.114,1517.0,682.0
0,6.5,0.16,8.36,747.0,207.0,0.01,0.114,1476.0,685.0
0,6.5,0.16,8.36,748.0,207.0,0.01,0.116,1510.0,681.0
0,6.6,0.16,8.37,748.0,207.0,0.01,0.114,1540.0,681.0
0,6.6,0.16,8.37,748.0,207.0,0.01,0.114,1521.0,681.0
0,6.5,0.16,8.37,747.0,207.0,0.01,0.114,1510.0,688.0
0,6.6,0.16,8.37,748.0,207.0,0.01,0.114,1538.0,684.0
0,6.5,0.16,8.37,748.0,207.0,0.01,0.114,1538.0,687.0
0,6.5,0.16,8.37,747.0,207.0,0.01,0.113,1497.0,679.0
0,6.5,0.16,8.38,748.0,207.0,0.01,0.113,1540.0,679.0
0,6.5,0.16,8.37,747.0,207.0,0.01,0.113,1476.0,684.0
0,6.5,0.16,8.38,748.0,207.0,0.01,0.114,1474.0,684.0
0,6.5,0.16,8.38,748.0,207.0,0.01,0.113,1481.0,690.0
0,6.5,0.16,8.38,747.0,207.0,0.01,0.113,1481.0,688.0
0,6.5,0.16,8.37,747.0,207.0,0.01,0.113,1518.0,687.0
0,6.5,0.16,8.38,747.0,207.0,0.01,0.114,1518.0,684.0
0,6.5,0.16,8.38,747.0,207.0,0.01,0.114,1468.0,685.0
0,6.6,0.16,8.38,748.0,207.0,0.01,0.113,1475.0,684.0
0,6.5,0.16,8.38,748.0,207.0,0.01,0.111,1475.0,685.0
0,6.5,0.16,8.37,747.0,207.0,0.01,0.111,1454.0,682.0
0,6.5,0.17,8.37,748.0,207.0,0.01,0.113,1457.0,684.0
0,6.5,0.17,8.37,748.0,207.0,0.01,0.111,1495.0,682.0
0,6.6,0.17,8.37,747.0,207.0,0.01,0.113,1564.0,687.0
0,6.6,0.17,8.37,747.0,207.0,0.01,0.111,1546.0,682.0
0,6.6,0.18,8.36,748.0,203.0,0.01,0.113,1546.0,688.0
0,6.6,0.18,8.37,748.0,207.0,0.01,0.113,1422.0,679.0
0,6.6,0.18,8.36,748.0,207.0,0.01,0.111,1491.0,684.0
0,6.6,0.17,8.36,747.0,207.0,0.01,0.111,1518.0,688.0
0,6.6,0.18,8.36,748.0,203.0,0.01,0.113,1517.0,688.0
0,6.6,0.18,8.36,747.0,207.0,0.01,0.111,1480.0,688.0
0,6.6,0.18,8.35,747.0,203.0,0.01,0.114,1489.0,687.0
0,6.6,0.18,8.36,748.0,203.0,0.01,0.113,1428.0,681.0
0,6.6,0.17,8.36,748.0,203.0,0.01,0.113,1469.0,682.0
0,6.6,0.18,8.35,747.0,203.0,0.01,0.111,1478.0,685.0
0,6.6,0.18,8.35,748.0,203.0,0.01,0.113,1462.0,682.0
0,6.6,0.17,8.35,747.0,203.0,0.01,0.111,1493.0,677.0
0,6.6,0.18,8.35,748.0,203.0,0.01,0.111,1475.0,682.0
0,6.6,0.17,8.35,748.0,207.0,0.011,0.113,1475.0,684.0
0,6.6,0.17,8.34,749.0,203.0,0.01,0.111,1437.0,679.0
0,6.6,0.17,8.34,747.0,203.0,0.01,0.113,1494.0,679.0
0,6.6,0.17,8.34,748.0,203.0,0.01,0.111,1466.0,688.0
0,6.6,0.17,8.34,748.0,203.0,0.01,0.113,1458.0,681.0
0,6.6,0.17,8.33,748.0,207.0,0.01,0.111,1497.0,681.0
0,6.6,0.17,8.33,748.0,207.0,0.01,0.111,1481.0,684.0
0,6.6,0.17,8.33,748.0,207.0,0.01,0.111,1497.0,684.0
0,6.6,0.17,8.34,747.0,207.0,0.01,0.113,1475.0,682.0
0,6.6,0.17,8.34,748.0,203.0,0.01,0.113,1478.0,681.0
0,6.6,0.17,8.33,747.0,203.0,0.01,0.113,1471.0,684.0
0,6.6,0.19,8.34,748.0,207.0,0.01,0.111,1530.0,687.0
0,6.6,0.18,8.34,748.0,207.0,0.01,0.111,1541.0,687.0
0,6.6,0.19,8.34,747.0,203.0,0.01,0.111,1494.0,682.0
0,6.6,0.19,8.34,748.0,203.0,0.009,0.111,1489.0,685.0
0,6.6,0.19,8.34,748.0,203.0,0.01,0.111,1498.0,682.0
0,6.6,0.19,8.34,747.0,207.0,0.01,0.109,1488.0,688.0
0,6.6,0.17,8.34,747.0,207.0,0.01,0.111,1505.0,690.0
0,6.6,0.16,8.34,748.0,207.0,0.01,0.111,1445.0,687.0
0,6.6,0.17,8.34,748.0,203.0,0.01,0.111,1465.0,684.0
0,6.6,0.17,8.34,747.0,207.0,0.009,0.109,1457.0,684.0
0,6.6,0.18,8.34,747.0,207.0,0.01,0.111,1524.0,688.0
0,6.6,0.18,8.34,748.0,207.0,0.009,0.111,1466.0,688.0
0,6.6,0.17,8.34,747.0,207.0,0.009,0.111,1478.0,685.0
0,6.6,0.18,8.33,747.0,207.0,0.009,0.111,1510.0,685.0
0,6.6,0.18,8.34,747.0,207.0,0.01,0.111,1493.0,681.0
0,6.6,0.18,8.34,747.0,207.0,0.01,0.109,1483.0,684.0
0,6.6,0.18,8.34,747.0,207.0,0.01,0.111,1481.0,688.0
0,6.6,0.18,8.34,747.0,207.0,0.01,0.109,1480.0,679.0
0,6.6,0.18,8.33,747.0,207.0,0.01,0.111,1511.0,682.0
0,6.5,0.18,8.33,748.0,207.0,0.01,0.111,1480.0,677.0
0,6.5,0.18,8.33,748.0,207.0,0.01,0.109,1582.0,688.0
0,6.5,0.18,8.33,748.0,207.0,0.009,0.111,1557.0,688.0
0,6.5,0.18,8.32,747.0,207.0,0.01,0.111,1604.0,687.0
0,6.5,0.18,8.33,747.0,207.0,0.01,0.111,1593.0,681.0
0,6.5,0.17,8.32,747.0,207.0,0.01,0.108,1498.0,682.0
0,6.5,0.17,8.32,748.0,207.0,0.01,0.111,1534.0,682.0
0,6.5,0.17,8.32,748.0,207.0,0.01,0.111,1453.0,685.0
0,6.5,0.17,8.32,749.0,207.0,0.01,0.111,1489.0,684.0
0,6.6,0.17,8.31,748.0,207.0,0.009,0.111,1474.0,681.0
0,6.6,0.17,8.31,748.0,207.0,0.01,0.111,1515.0,682.0
0,6.6,0.17,8.31,747.0,207.0,0.01,0.111,1489.0,689.0
0,6.6,0.17,8.3,748.0,207.0,0.01,0.111,1464.0,685.0
0,6.6,0.16,8.3,747.0,207.0,0.01,0.111,1449.0,679.0
0,6.6,0.16,8.3,748.0,207.0,0.01,0.111,1481.0,678.0
0,6.6,0.16,8.3,747.0,207.0,0.01,0.111,1475.0,682.0
0,6.6,0.16,8.3,749.0,207.0,0.01,0.111,1454.0,688.0
0,6.6,0.16,8.3,748.0,207.0,0.01,0.111,1481.0,681.0
0,6.6,0.16,8.3,748.0,207.0,0.01,0.111,1449.0,681.0
0,6.6,0.16,8.29,748.0,207.0,0.01,0.111,1495.0,687.0
0,6.6,0.16,8.29,748.0,211.0,0.011,0.111,1466.0,682.0
0,6.6,0.16,8.29,748.0,211.0,0.011,0.111,1493.0,684.0
0,6.6,0.16,8.29,748.0,211.0,0.01,0.111,1429.0,684.0
0,6.6,0.16,8.28,748.0,211.0,0.01,0.111,1480.0,687.0
0,6.6,0.16,8.28,747.0,211.0,0.01,0.111,1435.0,687.0
0,6.6,0.16,8.28,748.0,207.0,0.01,0.111,1446.0,682.0
0,6.6,0.16,8.28,749.0,211.0,0.01,0.109,1530.0,685.0
0,6.6,0.16,8.28,748.0,211.0,0.01,0.111,1431.0,682.0
0,6.6,0.16,8.28,748.0,211.0,0.011,0.111,1489.0,682.0
0,6.6,0.16,8.28,748.0,211.0,0.011,0.109,1446.0,685.0
0,6.6,0.16,8.28,748.0,211.0,0.011,0.111,1458.0,689.0
0,6.6,0.16,8.28,748.0,211.0,0.011,0.109,1468.0,687.0
0,6.6,0.16,8.28,749.0,211.0,0.011,0.108,1417.0,682.0
0,6.6,0.16,8.28,748.0,211.0,0.012,0.109,1488.0,678.0
0,6.5,0.16,8.28,748.0,211.0,0.012,0.111,1486.0,681.0
0,6.6,0.17,8.28,748.0,211.0,0.012,0.109,1474.0,688.0
0,6.5,0.16,8.28,748.0,211.0,0.012,0.109,1497.0,681.0
0,6.5,0.17,8.28,747.0,211.0,0.012,0.111,1443.0,682.0
0,6.6,0.17,8.28,748.0,211.0,0.012,0.111,1464.0,678.0
0,6.5,0.17,8.28,748.0,211.0,0.012,0.111,1457.0,681.0
0,6.5,0.17,8.28,748.0,211.0,0.024,0.111,1446.0,684.0
0,6.5,0.17,8.28,748.0,211.0,0.1,0.111,1458.0,679.0
0,6.5,0.17,8.28,747.0,211.0,0.087,0.111,1481.0,685.0
0,6.5,0.17,8.27,749.0,211.0,0.02,0.111,1440.0,682.0
0,6.5,0.18,8.27,747.0,211.0,0.012,0.111,1449.0,681.0
0,6.5,0.18,8.26,748.0,211.0,0.012,0.111,1436.0,687.0
0,6.5,0.18,8.26,749.0,211.0,0.012,0.111,1468.0,685.0
0,6.5,0.18,8.26,748.0,211.0,0.012,0.113,1488.0,687.0
0,6.5,0.18,8.26,749.0,211.0,0.012,0.111,1431.0,681.0
0,6.5,0.18,8.26,748.0,211.0,0.011,0.113,1446.0,677.0
0,6.5,0.18,8.26,748.0,211.0,0.011,0.113,1447.0,681.0
0,6.5,0.18,8.26,749.0,211.0,0.011,0.111,1418.0,684.0
0,6.5,0.18,8.26,748.0,211.0,0.011,0.113,1417.0,673.0
0,6.5,0.18,8.26,749.0,211.0,0.011,0.111,1435.0,682.0
0,6.5,0.18,8.26,749.0,211.0,0.01,0.114,1314.0,684.0
0,6.5,0.18,8.24,749.0,211.0,0.01,0.114,1390.0,685.0
0,6.5,0.17,8.24,749.0,211.0,0.01,0.114,1373.0,688.0
0,6.5,0.17,8.24,749.0,211.0,0.01,0.114,1410.0,687.0
0,6.5,0.17,8.24,749.0,211.0,0.011,0.114,1510.0,682.0
0,6.5,0.17,8.24,749.0,211.0,0.011,0.114,1510.0,684.0
0,6.5,0.17,8.24,749.0,211.0,0.011,0.113,1465.0,682.0
0,6.5,0.17,8.24,749.0,211.0,0.011,0.114,1388.0,684.0
0,6.5,0.17,8.23,749.0,211.0,0.011,0.114,1333.0,687.0
0,6.5,0.17,8.23,749.0,211.0,0.011,0.114,1387.0,682.0
0,6.5,0.17,8.23,749.0,211.0,0.011,0.114,1390.0,688.0
0,6.5,0.17,8.23,749.0,211.0,0.011,0.114,1347.0,693.0
0,6.5,0.17,8.21,749.0,211.0,0.011,0.114,1408.0,687.0
0,6.5,0.17,8.2,750.0,211.0,0.011,0.114,1349.0,687.0
0,6.5,0.17,8.2,750.0,211.0,0.011,0.114,1443.0,694.0
0,6.5,0.16,8.19,749.0,211.0,0.011,0.116,1341.0,682.0
0,6.5,0.17,8.19,750.0,211.0,0.011,0.116,1387.0,699.0
0,6.5,0.17,8.18,750.0,211.0,0.012,0.117,1349.0,737.0
0,6.5,0.17,8.18,750.0,211.0,0.011,0.117,1377.0,746.0
0,6.5,0.17,8.18,750.0,211.0,0.011,0.116,1368.0,739.0
0,6.5,0.17,8.17,750.0,211.0,0.016,0.116,1372.0,743.0
0,6.5,0.17,8.17,751.0,211.0,0.012,0.117,1348.0,743.0
0,6.5,0.16,8.16,750.0,211.0,0.012,0.117,1387.0,743.0
0,6.5,0.17,8.15,751.0,211.0,0.012,0.116,1359.0,740.0
0,6.5,0.17,8.15,751.0,211.0,0.011,0.117,1364.0,741.0
0,6.5,0.16,8.14,751.0,211.0,0.011,0.118,1376.0,741.0
0,6.5,0.16,8.14,751.0,211.0,0.012,0.118,1371.0,740.0
0,6.5,0.16,8.14,751.0,211.0,0.012,0.116,1355.0,743.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.118,1405.0,739.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.118,1341.0,743.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.12,1372.0,734.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.117,1343.0,740.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.118,1385.0,745.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.118,1388.0,745.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.12,1383.0,741.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.118,1399.0,743.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.117,1394.0,751.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.118,1371.0,743.0
0,6.5,0.16,8.12,751.0,211.0,0.011,0.12,1378.0,741.0
0,6.5,0.16,8.12,751.0,211.0,0.01,0.118,1412.0,745.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.118,1413.0,747.0
0,6.5,0.16,8.13,751.0,211.0,0.011,0.118,1372.0,745.0
0,6.5,0.15,8.13,751.0,211.0,0.011,0.116,1368.0,736.0
0,6.5,0.16,8.14,750.0,211.0,0.011,0.117,1337.0,746.0
0,6.5,0.15,8.14,751.0,211.0,0.011,0.114,1371.0,741.0
0,6.5,0.15,8.15,750.0,211.0,0.018,0.117,1356.0,736.0
0,6.5,0.15,8.15,749.0,211.0,0.015,0.114,1378.0,740.0
0,6.5,0.15,8.16,750.0,211.0,0.011,0.116,1396.0,740.0
0,6.5,0.15,8.16,749.0,211.0,0.011,0.114,1371.0,746.0
0,6.5,0.15,8.17,750.0,211.0,0.011,0.114,1368.0,754.0
0,6.5,0.15,8.18,750.0,211.0,0.012,0.114,1372.0,751.0
0,6.5,0.15,8.18,749.0,211.0,0.012,0.114,1424.0,753.0
0,6.5,0.14,8.18,749.0,211.0,0.012,0.114,1428.0,748.0
0,6.5,0.15,8.19,749.0,211.0,0.012,0.113,1383.0,746.0
0,6.5,0.15,8.2,749.0,211.0,0.012,0.113,1354.0,739.0
0,6.5,0.15,8.2,749.0,211.0,0.012,0.113,1395.0,740.0
0,6.5,0.15,8.2,749.0,211.0,0.011,0.111,1355.0,739.0
0,6.5,0.15,8.21,749.0,211.0,0.011,0.111,1401.0,745.0
0,6.5,0.15,8.22,749.0,211.0,0.011,0.111,1362.0,739.0
0,6.5,0.15,8.23,749.0,211.0,0.012,0.111,1402.0,737.0
0,6.5,0.16,8.23,748.0,211.0,0.011,0.111,1388.0,741.0
0,6.5,0.16,8.23,749.0,211.0,0.011,0.111,1429.0,743.0
0,6.5,0.16,8.23,748.0,211.0,0.013,0.111,1373.0,740.0
0,6.5,0.16,8.24,747.0,211.0,0.011,0.111,1365.0,741.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1390.0,746.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1372.0,743.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1384.0,743.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1407.0,740.0
0,6.5,0.17,8.24,748.0,211.0,0.011,0.111,1353.0,737.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1405.0,745.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1410.0,745.0
0,6.5,0.16,8.24,747.0,211.0,0.011,0.111,1365.0,747.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1372.0,745.0
0,6.5,0.16,8.26,748.0,211.0,0.011,0.111,1388.0,747.0
0,6.5,0.16,8.25,748.0,211.0,0.011,0.111,1350.0,747.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1384.0,743.0
0,6.5,0.16,8.26,748.0,211.0,0.011,0.111,1371.0,747.0
0,6.5,0.16,8.25,748.0,211.0,0.011,0.111,1445.0,746.0
0,6.5,0.16,8.24,748.0,211.0,0.011,0.111,1439.0,734.0
0,6.5,0.16,8.25,748.0,211.0,0.011,0.111,1445.0,739.0
0,6.5,0.16,8.24,749.0,211.0,0.012,0.113,1466.0,741.0
0,6.5,0.16,8.25,748.0,211.0,0.012,0.111,1481.0,741.0
0,6.5,0.16,8.24,748.0,211.0,0.012,0.113,1482.0,743.0
0,6.5,0.16,8.24,749.0,211.0,0.012,0.111,1440.0,747.0
0,6.5,0.16,8.24,748.0,211.0,0.012,0.114,1501.0,748.0
0,6.5,0.16,8.24,748.0,211.0,0.012,0.114,1460.0,741.0
0,6.5,0.16,8.25,749.0,211.0,0.012,0.114,1494.0,737.0
0,6.5,0.16,8.24,748.0,211.0,0.012,0.114,1500.0,748.0
0,6.5,0.16,8.24,749.0,211.0,0.012,0.116,1487.0,746.0
0,6.5,0.16,8.24,749.0,211.0,0.012,0.114,1530.0,748.0
